MILK SHAKE RETRO,21050090,0.0,ST,nan
MIX PISTACHE 250ML,21050090,0.0,ST,nan
INFANCIA,21050090,0.0,ST,nan
KIDS SUPER - COMBINHO,21050090,0.0,ST,nan
ACAI C ABACAXI,21050090,0.0,ST,2300100
MILK SHAKE BARBIE,21050090,0.0,ST,nan
COCO BRANCO - SRVT,21050090,0.0,ST,nan
OPC BANANA C NUTELLA,21050090,0.0,ST,nan
AMAZONELLA,21050090,0.0,ST,nan
OPC DIAMANTE NEGRO,21050090,0.0,ST,nan
COOKIES N CREAM - PICOLE,18062000,0.0,ST,nan
OPC OREO,18062000,0.0,ST,nan
OPC MORANGO,08101000,18.0,TRIBUTADO,nan
MORANGO - MEGA SUNDAE,21050090,0.0,ST,nan
SALADA DE FRUTAS 500ML,20089710,0.0,ST,nan
CASQUINHA 2 SABOR,21050090,0.0,ST,nan
TACA DUETO,21050090,0.0,ST,nan
COMBO MANIA,21050090,0.0,ST,nan
TRUFADO CHOCOBALL,19041000,0.0,ST,1703000
JURUPINHA - SHAKE ALCOOL,21050090,0.0,ST,nan
CAFE MALTINE  - SRVT,21050090,0.0,ST,nan
PASCOA KINDER MIX,19041000,0.0,ST,nan
ENERGETICO MONSTER,22029900,0.0,ST,0301100
MILHO P/ PIPOCA           500G,10059010,18.0,TRIBUTADO,0
FUBA CANJICA               1KG,11022000,12.0,TRIBUTADO,0
MILHO P/ PIPOCA IMPORTADO 500G,10059090,18.0,TRIBUTADO,0
PIMENTA CALABRESA          20G,09042100,18.0,TRIBUTADO,0
CANELA EM CASCA            15G,09061100,18.0,TRIBUTADO,0
"GELADINHO 4X23X0,18 100U",39232910,18.0,TRIBUTADO,0
FAROFA CARNE SECA 350G,19059090,18.0,TRIBUTADO,0
CALOPSITA E AGAPORNIS 400G,23099010,0.0,ST,0
COLORAU                   500G,21039021,0.0,ST,0
ALHO CEBOLA E SALSA        20G,21039021,0.0,ST,0
SACO LIXO PACOTAO 100L 20UN,39232190,0.0,ST,0
SACO LIXO ROLLIN 100L C/20,39232190,0.0,ST,0
SACO LIXO ROLLIN 30L C/50,39232190,0.0,ST,0
PIMENTA DO REINO MOIDA     20G,09041100,18.0,TRIBUTADO,0
BICARBONATO DE SODIO       40G,28363000,18.0,TRIBUTADO,0
LOURO EM FOLHA             07G,09109900,18.0,TRIBUTADO,0
BICARBONATO DE SODIO      500G,28363000,18.0,TRIBUTADO,0
AMENDOIM TORRADO 400G,20081100,0.0,ST,0
TEMPERO BAIANO             40G,21039021,0.0,ST,0
COLORAU                    60G,21039021,0.0,ST,0
